Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",-,**
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",18831,8647
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",27288,6774
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",-,**
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",18024,4294
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",115472,17089
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",30739,3164
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",112083,23107
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",77311,17620
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",17828,5623
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",42862,10107
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",111220,18045
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",93000,30716
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",35975,6551
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",48359,15787
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",123056,21414
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",26298,5205
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",42734,6434
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",17022,2212
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",203849,47683
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",41166,6335
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",95125,33590
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",18395,4311
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",16299,3253
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",38468,13413
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",55333,11073
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",53125,16859
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",41523,6960
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",30962,7518
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",64365,10630
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",42529,17056
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",104405,27466
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",52203,4319
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",161328,32158
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",63243,15412
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",38298,9890
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",60089,15335
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",81875,20045
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",53413,5085
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",73150,18053
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",78810,9784
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",26627,7936
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",97050,17137
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",65824,7285
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",88401,6528
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",112500,61496
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",90547,27688
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",85556,16605
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",97675,14686
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",116987,18500
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",144688,42971
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",110819,19310
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",111654,15656
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",111814,22368
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",131250,46326
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",119643,16452
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",133641,57064
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",90982,38429
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",102356,29979
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",108796,19810
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",92582,11935
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",121250,34784
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",86713,10152
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",66079,11923
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",70027,8511
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",76806,8826
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",96905,14297
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",151927,34619
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",102391,14784
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",106176,17146
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",81778,5900
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",96816,8112
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",124340,16820
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",100000,28137
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",59688,28465
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",80747,5787
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",92418,12179
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",123542,25756
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",114706,6825
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",87731,8821
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",85565,12551
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",33287,7063
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",100455,23658
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",137366,31182
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",-,**
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",131190,34493
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",109638,9110
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",92403,7307
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",79688,11269
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",117614,16194
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",108976,14087
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",104023,14386
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",70690,9909
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",9750,59055
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",101500,19579
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",36906,41377
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",42568,3068
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",101191,7678
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",122031,33154
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",82488,23768
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",75375,81716
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",41809,18069
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",88910,9473
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",85455,47034
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",126491,10019
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",100110,22055
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",104906,13446
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",151389,153056
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",100605,12621
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",65536,13244
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",122125,81163
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",116058,163036
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",83571,19572
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",113618,80542
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",116576,35847
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",102432,16202
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",84453,14193
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",66333,9249
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",81250,16886
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",107442,14314
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",13856,6991
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",161797,30582
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",55611,7095
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",137500,59568
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",86857,12113
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",113846,55246
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",94065,10889
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",65507,11049
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",144453,30472
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",76082,16977
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",232768,81041
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",101799,9929
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",72258,7585
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",75931,11995
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",100653,9890
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",33654,10170
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",92956,7881
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",117242,17349
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",93307,5895
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",74886,11403
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",154920,20976
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",222829,73437
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",-,**
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",126518,26428
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",90156,14401
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",126406,26682
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",89846,13348
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",100410,18824
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",92891,15444
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",144167,32373
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",103203,13252
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",127672,35037
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",126591,48075
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",170486,36164
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",45880,4390
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",69899,9899
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",126701,18076
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",82000,7037
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",104643,10764
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",86118,13166
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",39375,7039
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",102031,18169
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",136378,17920
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",74496,19935
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",117984,14451
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",189936,52287
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",78583,26899
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",118167,15985
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",30016,4712
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",100617,16262
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",31903,7854
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",122056,14696
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",34491,7238
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",134196,29148
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",22246,9322
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",104530,10209
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",39611,7902
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",117474,12714
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",26853,8870
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",101162,4523
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",25809,9173
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",25938,13127
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",123771,15001
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",52727,5403
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",33705,9693
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",72650,13389
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",23311,4524
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",73169,6796
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",22395,6700
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",79453,8471
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",27236,5640
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",78966,19883
1400000US36061018600,36061018600,"Census Tract 186, New York County, New York",18189,2600
1400000US36061018700,36061018700,"Census Tract 187, New York County, New York",69917,15209
1400000US36061018800,36061018800,"Census Tract 188, New York County, New York",34375,6252
1400000US36061018900,36061018900,"Census Tract 189, New York County, New York",27568,10511
1400000US36061019000,36061019000,"Census Tract 190, New York County, New York",54135,12289
1400000US36061019100,36061019100,"Census Tract 191, New York County, New York",82732,6798
1400000US36061019200,36061019200,"Census Tract 192, New York County, New York",16157,2295
1400000US36061019300,36061019300,"Census Tract 193, New York County, New York",40597,10511
1400000US36061019400,36061019400,"Census Tract 194, New York County, New York",16851,3378
1400000US36061019500,36061019500,"Census Tract 195, New York County, New York",80809,18831
1400000US36061019600,36061019600,"Census Tract 196, New York County, New York",18361,6591
1400000US36061019701,36061019701,"Census Tract 197.01, New York County, New York",96094,42314
1400000US36061019702,36061019702,"Census Tract 197.02, New York County, New York",59091,11170
1400000US36061019800,36061019800,"Census Tract 198, New York County, New York",51042,12522
1400000US36061019900,36061019900,"Census Tract 199, New York County, New York",52715,14737
1400000US36061020000,36061020000,"Census Tract 200, New York County, New York",47530,9404
1400000US36061020101,36061020101,"Census Tract 201.01, New York County, New York",81648,61360
1400000US36061020102,36061020102,"Census Tract 201.02, New York County, New York",37798,6877
1400000US36061020300,36061020300,"Census Tract 203, New York County, New York",34353,6130
1400000US36061020500,36061020500,"Census Tract 205, New York County, New York",118750,34375
1400000US36061020600,36061020600,"Census Tract 206, New York County, New York",31389,5025
1400000US36061020701,36061020701,"Census Tract 207.01, New York County, New York",36953,11137
1400000US36061020800,36061020800,"Census Tract 208, New York County, New York",35466,7211
1400000US36061020901,36061020901,"Census Tract 209.01, New York County, New York",21979,4136
1400000US36061021000,36061021000,"Census Tract 210, New York County, New York",36922,6105
1400000US36061021100,36061021100,"Census Tract 211, New York County, New York",48957,5785
1400000US36061021200,36061021200,"Census Tract 212, New York County, New York",54012,5505
1400000US36061021303,36061021303,"Census Tract 213.03, New York County, New York",40512,5918
1400000US36061021400,36061021400,"Census Tract 214, New York County, New York",35768,7341
1400000US36061021500,36061021500,"Census Tract 215, New York County, New York",26750,12700
1400000US36061021600,36061021600,"Census Tract 216, New York County, New York",40833,8677
1400000US36061021703,36061021703,"Census Tract 217.03, New York County, New York",-,**
1400000US36061021800,36061021800,"Census Tract 218, New York County, New York",37026,3487
1400000US36061021900,36061021900,"Census Tract 219, New York County, New York",18869,2689
1400000US36061022000,36061022000,"Census Tract 220, New York County, New York",35313,15056
1400000US36061022102,36061022102,"Census Tract 221.02, New York County, New York",41000,13980
1400000US36061022200,36061022200,"Census Tract 222, New York County, New York",31087,4849
1400000US36061022301,36061022301,"Census Tract 223.01, New York County, New York",24690,5008
1400000US36061022302,36061022302,"Census Tract 223.02, New York County, New York",17923,1517
1400000US36061022400,36061022400,"Census Tract 224, New York County, New York",18253,4236
1400000US36061022500,36061022500,"Census Tract 225, New York County, New York",32813,4550
1400000US36061022600,36061022600,"Census Tract 226, New York County, New York",33794,10415
1400000US36061022700,36061022700,"Census Tract 227, New York County, New York",36250,12724
1400000US36061022800,36061022800,"Census Tract 228, New York County, New York",32218,12197
1400000US36061022900,36061022900,"Census Tract 229, New York County, New York",34713,6139
1400000US36061023000,36061023000,"Census Tract 230, New York County, New York",21927,5698
1400000US36061023100,36061023100,"Census Tract 231, New York County, New York",37220,3560
1400000US36061023200,36061023200,"Census Tract 232, New York County, New York",22955,8842
1400000US36061023300,36061023300,"Census Tract 233, New York County, New York",31264,6029
1400000US36061023400,36061023400,"Census Tract 234, New York County, New York",40371,8857
1400000US36061023501,36061023501,"Census Tract 235.01, New York County, New York",34679,9324
1400000US36061023502,36061023502,"Census Tract 235.02, New York County, New York",24866,6647
1400000US36061023600,36061023600,"Census Tract 236, New York County, New York",36791,3334
1400000US36061023700,36061023700,"Census Tract 237, New York County, New York",34016,6912
1400000US36061023801,36061023801,"Census Tract 238.01, New York County, New York",62156,9410
1400000US36061023802,36061023802,"Census Tract 238.02, New York County, New York",109375,47464
1400000US36061023900,36061023900,"Census Tract 239, New York County, New York",20731,4361
1400000US36061024000,36061024000,"Census Tract 240, New York County, New York",-,**
1400000US36061024100,36061024100,"Census Tract 241, New York County, New York",41018,7699
1400000US36061024200,36061024200,"Census Tract 242, New York County, New York",21276,6568
1400000US36061024301,36061024301,"Census Tract 243.01, New York County, New York",29344,8814
1400000US36061024302,36061024302,"Census Tract 243.02, New York County, New York",16505,4110
1400000US36061024500,36061024500,"Census Tract 245, New York County, New York",34802,4031
1400000US36061024700,36061024700,"Census Tract 247, New York County, New York",34604,10051
1400000US36061024900,36061024900,"Census Tract 249, New York County, New York",29500,6586
1400000US36061025100,36061025100,"Census Tract 251, New York County, New York",33561,8603
1400000US36061025300,36061025300,"Census Tract 253, New York County, New York",35244,4880
1400000US36061025500,36061025500,"Census Tract 255, New York County, New York",40294,6392
1400000US36061025700,36061025700,"Census Tract 257, New York County, New York",50979,7722
1400000US36061025900,36061025900,"Census Tract 259, New York County, New York",51536,13753
1400000US36061026100,36061026100,"Census Tract 261, New York County, New York",30987,4360
1400000US36061026300,36061026300,"Census Tract 263, New York County, New York",24859,4776
1400000US36061026500,36061026500,"Census Tract 265, New York County, New York",41144,7332
1400000US36061026700,36061026700,"Census Tract 267, New York County, New York",23393,10232
1400000US36061026900,36061026900,"Census Tract 269, New York County, New York",26362,4515
1400000US36061027100,36061027100,"Census Tract 271, New York County, New York",38125,9348
1400000US36061027300,36061027300,"Census Tract 273, New York County, New York",62631,8043
1400000US36061027500,36061027500,"Census Tract 275, New York County, New York",75750,12765
1400000US36061027700,36061027700,"Census Tract 277, New York County, New York",27373,9810
1400000US36061027900,36061027900,"Census Tract 279, New York County, New York",36731,3082
1400000US36061028100,36061028100,"Census Tract 281, New York County, New York",80714,12084
1400000US36061028300,36061028300,"Census Tract 283, New York County, New York",37252,5308
1400000US36061028500,36061028500,"Census Tract 285, New York County, New York",26229,3629
1400000US36061028700,36061028700,"Census Tract 287, New York County, New York",48651,9346
1400000US36061029100,36061029100,"Census Tract 291, New York County, New York",31525,6568
1400000US36061029300,36061029300,"Census Tract 293, New York County, New York",35945,4219
1400000US36061029500,36061029500,"Census Tract 295, New York County, New York",51045,5543
1400000US36061029700,36061029700,"Census Tract 297, New York County, New York",-,**
1400000US36061029900,36061029900,"Census Tract 299, New York County, New York",21909,7229
1400000US36061030300,36061030300,"Census Tract 303, New York County, New York",48962,4814
1400000US36061030700,36061030700,"Census Tract 307, New York County, New York",63269,12395
1400000US36061030900,36061030900,"Census Tract 309, New York County, New York",35769,9772
1400000US36061031100,36061031100,"Census Tract 311, New York County, New York",-,**
1400000US36061031703,36061031703,"Census Tract 317.03, New York County, New York",159969,39423
1400000US36061031704,36061031704,"Census Tract 317.04, New York County, New York",151815,10297
1400000US36061031900,36061031900,"Census Tract 319, New York County, New York",-,**
1400000US36081000100,36081000100,"Census Tract 1, Queens County, New York",117750,9240
1400000US36081000200,36081000200,"Census Tract 2, Queens County, New York",50761,8537
1400000US36081000400,36081000400,"Census Tract 4, Queens County, New York",59775,9870
1400000US36081000600,36081000600,"Census Tract 6, Queens County, New York",49017,11887
1400000US36081000700,36081000700,"Census Tract 7, Queens County, New York",59407,9071
1400000US36081000800,36081000800,"Census Tract 8, Queens County, New York",65404,16125
1400000US36081001000,36081001000,"Census Tract 10, Queens County, New York",58537,16823
1400000US36081001200,36081001200,"Census Tract 12, Queens County, New York",57885,12563
1400000US36081001400,36081001400,"Census Tract 14, Queens County, New York",58438,9261
1400000US36081001600,36081001600,"Census Tract 16, Queens County, New York",46473,10744
1400000US36081001800,36081001800,"Census Tract 18, Queens County, New York",55270,20716
1400000US36081001900,36081001900,"Census Tract 19, Queens County, New York",73690,44300
1400000US36081002000,36081002000,"Census Tract 20, Queens County, New York",53818,13754
1400000US36081002200,36081002200,"Census Tract 22, Queens County, New York",44286,21510
1400000US36081002400,36081002400,"Census Tract 24, Queens County, New York",72402,10364
1400000US36081002500,36081002500,"Census Tract 25, Queens County, New York",18775,3508
1400000US36081002600,36081002600,"Census Tract 26, Queens County, New York",81291,9506
1400000US36081002800,36081002800,"Census Tract 28, Queens County, New York",57778,16895
1400000US36081003000,36081003000,"Census Tract 30, Queens County, New York",52813,36653
1400000US36081003100,36081003100,"Census Tract 31, Queens County, New York",39554,28258
1400000US36081003200,36081003200,"Census Tract 32, Queens County, New York",72670,22333
1400000US36081003300,36081003300,"Census Tract 33, Queens County, New York",55625,10491
1400000US36081003400,36081003400,"Census Tract 34, Queens County, New York",58021,15126
1400000US36081003600,36081003600,"Census Tract 36, Queens County, New York",52656,9889
1400000US36081003700,36081003700,"Census Tract 37, Queens County, New York",-,**
1400000US36081003800,36081003800,"Census Tract 38, Queens County, New York",54947,14855
1400000US36081003900,36081003900,"Census Tract 39, Queens County, New York",33750,15385
1400000US36081004001,36081004001,"Census Tract 40.01, Queens County, New York",48176,7162
1400000US36081004002,36081004002,"Census Tract 40.02, Queens County, New York",61050,18178
1400000US36081004200,36081004200,"Census Tract 42, Queens County, New York",51603,10823
1400000US36081004300,36081004300,"Census Tract 43, Queens County, New York",16638,6403
1400000US36081004401,36081004401,"Census Tract 44.01, Queens County, New York",50438,9914
1400000US36081004500,36081004500,"Census Tract 45, Queens County, New York",61667,17054
1400000US36081004700,36081004700,"Census Tract 47, Queens County, New York",33324,11619
1400000US36081005000,36081005000,"Census Tract 50, Queens County, New York",-,**
1400000US36081005100,36081005100,"Census Tract 51, Queens County, New York",34755,7248
1400000US36081005200,36081005200,"Census Tract 52, Queens County, New York",53111,22705
1400000US36081005300,36081005300,"Census Tract 53, Queens County, New York",50313,6927
1400000US36081005400,36081005400,"Census Tract 54, Queens County, New York",58100,10658
1400000US36081005500,36081005500,"Census Tract 55, Queens County, New York",49902,5817
1400000US36081005700,36081005700,"Census Tract 57, Queens County, New York",47024,12675
1400000US36081005800,36081005800,"Census Tract 58, Queens County, New York",57157,12032
1400000US36081005900,36081005900,"Census Tract 59, Queens County, New York",53613,7405
1400000US36081006100,36081006100,"Census Tract 61, Queens County, New York",52234,6375
1400000US36081006201,36081006201,"Census Tract 62.01, Queens County, New York",55197,6416
1400000US36081006202,36081006202,"Census Tract 62.02, Queens County, New York",55913,8586
1400000US36081006300,36081006300,"Census Tract 63, Queens County, New York",47817,7651
1400000US36081006501,36081006501,"Census Tract 65.01, Queens County, New York",53235,4630
1400000US36081006502,36081006502,"Census Tract 65.02, Queens County, New York",55000,15553
1400000US36081006900,36081006900,"Census Tract 69, Queens County, New York",52549,7371
1400000US36081007100,36081007100,"Census Tract 71, Queens County, New York",44653,11899
1400000US36081007300,36081007300,"Census Tract 73, Queens County, New York",59886,6887
1400000US36081007500,36081007500,"Census Tract 75, Queens County, New York",34386,11383
1400000US36081007700,36081007700,"Census Tract 77, Queens County, New York",64732,57048
1400000US36081007900,36081007900,"Census Tract 79, Queens County, New York",42333,10441
1400000US36081008100,36081008100,"Census Tract 81, Queens County, New York",55917,6889
1400000US36081008300,36081008300,"Census Tract 83, Queens County, New York",47879,9325
1400000US36081008500,36081008500,"Census Tract 85, Queens County, New York",51413,10488
1400000US36081008600,36081008600,"Census Tract 86, Queens County, New York",64286,10041
1400000US36081008700,36081008700,"Census Tract 87, Queens County, New York",24336,7830
1400000US36081008800,36081008800,"Census Tract 88, Queens County, New York",67639,14420
1400000US36081009100,36081009100,"Census Tract 91, Queens County, New York",64777,9674
1400000US36081009400,36081009400,"Census Tract 94, Queens County, New York",40385,9186
1400000US36081009500,36081009500,"Census Tract 95, Queens County, New York",54533,9827
1400000US36081009600,36081009600,"Census Tract 96, Queens County, New York",55580,10212
1400000US36081009700,36081009700,"Census Tract 97, Queens County, New York",66058,8232
1400000US36081009800,36081009800,"Census Tract 98, Queens County, New York",43150,12326
1400000US36081009900,36081009900,"Census Tract 99, Queens County, New York",-,**
1400000US36081010000,36081010000,"Census Tract 100, Queens County, New York",69563,16261
1400000US36081010100,36081010100,"Census Tract 101, Queens County, New York",57097,10080
1400000US36081010200,36081010200,"Census Tract 102, Queens County, New York",60448,12608
1400000US36081010300,36081010300,"Census Tract 103, Queens County, New York",48106,7837
1400000US36081010400,36081010400,"Census Tract 104, Queens County, New York",63649,11447
1400000US36081010500,36081010500,"Census Tract 105, Queens County, New York",33211,8496
1400000US36081010600,36081010600,"Census Tract 106, Queens County, New York",49931,14078
1400000US36081010701,36081010701,"Census Tract 107.01, Queens County, New York",-,**
1400000US36081010800,36081010800,"Census Tract 108, Queens County, New York",57983,12659
1400000US36081011000,36081011000,"Census Tract 110, Queens County, New York",46454,10297
1400000US36081011100,36081011100,"Census Tract 111, Queens County, New York",79948,20513
1400000US36081011200,36081011200,"Census Tract 112, Queens County, New York",45987,13814
1400000US36081011300,36081011300,"Census Tract 113, Queens County, New York",52810,5011
1400000US36081011400,36081011400,"Census Tract 114, Queens County, New York",50556,32245
1400000US36081011500,36081011500,"Census Tract 115, Queens County, New York",53703,4860
1400000US36081011600,36081011600,"Census Tract 116, Queens County, New York",34513,5114
1400000US36081011700,36081011700,"Census Tract 117, Queens County, New York",56974,8280
1400000US36081011800,36081011800,"Census Tract 118, Queens County, New York",58009,15699
1400000US36081011900,36081011900,"Census Tract 119, Queens County, New York",48250,13348
1400000US36081012000,36081012000,"Census Tract 120, Queens County, New York",64102,14510
1400000US36081012100,36081012100,"Census Tract 121, Queens County, New York",48197,11633
1400000US36081012200,36081012200,"Census Tract 122, Queens County, New York",46025,10040
1400000US36081012301,36081012301,"Census Tract 123.01, Queens County, New York",60057,19466
1400000US36081012400,36081012400,"Census Tract 124, Queens County, New York",47179,12766
